,link,category,name,img_url,brand,short_desc,priority_price,priority_store,num_of_product,num_of_store,lowest_price,highest_price
0,https://www.sosanhgia.com/p186133-laptop-hp-pavilion-15-cs3060tx-8rj61pa.html,"['Máy tính - Thiết bị VP', 'Laptop', 'Laptop HP']",Laptop HP Pavilion 15-CS3060TX 8RJ61PA,https://img.sosanhgia.com/images/500x0/b54bfba3268549b898091d941159794e/laptop-hp-pavilion-15cs3060tx-8rj61pa.jpeg,HP,"Bộ VXL: Core i5 1035G1 1.0Ghz-6Mb
 - Cạc đồ họa: Nvidia MX250 2GB DDR5
 - Bộ nhớ: 8Gb",17.100.000,Shopee,19.0,14.0,16.790.000,18.290.000
1,https://www.sosanhgia.com/p2884-macbook-air-md711-116inch.html,"['Máy tính - Thiết bị VP', 'Laptop', 'Macbook']",Macbook AIR MD711 11.6inch,https://img.sosanhgia.com/images/500x0/10e76abe9a9540e2a05de9fae6429ea5/macbook-air-md711-116inch.jpeg,Apple,,9.900.000,Lazada,5.0,3.0,9.900.000,12.183.024
2,https://www.sosanhgia.com/p5498-macbook-pro-mf839-2015.html,"['Máy tính - Thiết bị VP', 'Laptop', 'Macbook']",Macbook Pro MF839 2015,https://img.sosanhgia.com/images/500x0/53d11ee6ea1b4ce19f74e7deefa97baf/macbook-pro-mf839-2015.jpg,Apple,"CPU: Core i5 5257U

RAM/ HDD: 8Gb/ 128Gb SSD

Màn hình: 13.3Inch

VGA: VGA onboard, Intel Iris Graphics 6100

HĐH: Mac OS X

Màu sắc: Silver",23.978.740,Fado,4.0,2.0,18.572.680,19.550.202
3,https://www.sosanhgia.com/p39528-macbook-air-mc965.html,"['Máy tính - Thiết bị VP', 'Laptop', 'Macbook']",Macbook Air MC965,https://img.sosanhgia.com/images/500x0/b674cc0e8e57476f81698c26b08b920e/macbook-air-mc965.jpg,Apple,"Độ lớn màn hình (inch) 13.3 inch
 Độ phân giải tối đa (Max Resolution) WSXGA or WXGA+ (1440 × 900)
 Loại bộ vi xử lý (CPU) Intel Core i
 Processor Model i5-2557M (Sandy Bridge)
 Tốc độ CPU 1.70GHz
 CPU FSB 1066MHz
 Bộ nhớ đệm 3.0MB L3 cache",16.142.399,Fado,,,,
4,https://www.sosanhgia.com/p167163-mang-boc-thuc-pham-ringo-st618.html,"['Nhà cửa đời sống', 'Vật dụng nhà bếp - Phòng ăn', 'Vật dụng nhà bếp - Phòng ăn  KHÁC']",Màng bọc thực phẩm Ringo ST618,https://img.sosanhgia.com/images/500x0/a128e6b31c80400faa9c69f495749411/mng-bc-thc-phm-ringo-st618.jpeg,KHÁC,"- Sản phẩm không chứa DEHA , DEHP độc hại
 - Làm từ chất liệu nhựa PVC an toàn vệ sinh thực phẩm
 - Màng bọc chắc chắn, bảo quản thực phẩm không bị nhiễm khuẩn, ôi thiu
 - Sử dụng được trong lò vi sóng và tủ lạnh",357.000,Tiki,,,,
5,https://www.sosanhgia.com/p37449-macbook-pro-md102-133inch.html,"['Máy tính - Thiết bị VP', 'Laptop', 'Macbook']",Macbook pro MD102 13.3inch,https://img.sosanhgia.com/images/500x0/f4b11a494e214c2a99dd3b4e88209156/macbook-pro-md102-133inch.jpeg,Apple,"Hệ điều hành: Mac OS Leopard OX 10.5

Bộ vi xử lý: Intel Core i7 Processor 2.9GHz

RAM: 8GB DDR3

Ổ cứng: 750GB

Màn hình: 13.3 inch",20.886.797,Fado,3.0,2.0,15.163.035,16.186.811
6,https://www.sosanhgia.com/p58775-nguoi-hoc-viec-cua-doi-biet-kich-phan-5-ga-phu-thuy-phuong-bac.html,"['Sách', 'Sách Văn Học', 'Truyện Giả tưởng', 'Truyện Giả tưởng  KHÁC']",Người Học Việc Của Đội Biệt Kích - Phần 5: Gã Phù Thủy Phương Bắc,https://img.sosanhgia.com/images/500x0/8be6a4741ba64a50a01e913d5c363390/nguoi-hoc-viec-cua-doi-biet-kich-phan-5-ga-phu-thuy-phuong-bac.jpg,KHÁC,"Cuộc phiêu lưu đầu tiên của Will khi trở thành một Biệt Kích
chính thức đã bắt đầu!Thời gian cứ thế trôi qua kể từ khi chàng
trai học việc Will và bậc thầy của cậu, Halt, đã lãnh đạo Araluen
chống lại quân xâm lược và giành lấy chiến thắng. Giờ đây,...",54.990,Tiki,8.0,6.0,54.990,75.500
7,https://www.sosanhgia.com/p37455-macbook-pro-me662-133inch.html,"['Máy tính - Thiết bị VP', 'Laptop', 'Macbook']",Macbook pro ME662 13.3inch,https://img.sosanhgia.com/images/500x0/0aa27ea53f61448cab312ba8f331a252/macbook-pro-me662-133inch.jpg,Apple,"Hệ điều hành: Mac OS X Mountain Lion
 Bộ vi xử lý: Intel Core i5 2.6GHz
 RAM: 8GB DDR3
 Màn hình: 13.3 inch LED-backlit Retina",19.574.044,US Express,,,,
8,https://www.sosanhgia.com/p13785-tai-nghe-nhet-tai-audio-technica-ath-chx5is.html,"['Kỹ thuật số', 'Tai nghe', 'Tai nghe Audio Technica']",Tai nghe nhét tai Audio Technica ATH-CHX5IS,https://img.sosanhgia.com/images/500x0/e7d5061790054ebb8cf7caa36418f880/tai-nghe-nhet-tai-audio-technica-ath-chx5is.jpeg,Audio-Technica,"Đường kính củ loa: 13,5 mm

Tần số đáp ứng: 20 ~ 22.000 Hz

Độ nhạy: 100 dB/mW

Trở kháng: 19 Ω

Công suất đầu vào tối đa: 10 mW

Độ dài dây cáp: 1,2 m

Đầu cắm: Giắc cắm mini chữ L mạ vàng có đường kính 3,5 mm",1.568.000,Lazada,3.0,2.0,1.568.000,1.600.000
9,https://www.sosanhgia.com/p63627-phan-phu-cathy-doll-speed-white-cc-powder-pact-spf40-pa-12g.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Trang điểm', 'Kem / Phấn', 'Phấn trang điểm', 'Phấn trang điểm Cathy Doll']",Phấn Phủ Cathy Doll Speed White CC Powder Pact SPF40 PA+ + +12g,https://img.sosanhgia.com/images/500x0/622ecf7ef8da4613bee6e1ccc08b2e76/phan-phu-cathy-doll-speed-white-cc-powder-pact-12g.jpg,Cathy Doll,,98.000,Lazada,13.0,4.0,98.000,199.000
10,https://www.sosanhgia.com/p13850-tai-nghe-nhet-tai-audio-technica-ath-ckb50.html,"['Kỹ thuật số', 'Tai nghe', 'Tai nghe Audio Technica']",Tai nghe nhét tai Audio Technica ATH-CKB50,https://img.sosanhgia.com/images/500x0/fa3ca6cab81c4f638ec2abea7c41e9af/tai-nghe-nhet-tai-audio-technica-ath-ckb50.jpg,Audio-Technica,"Driver: Balanced Armature

Tần số đáp ứng: 20-15,000Hz

Độ nhạy: 104dB/mW

Trở kháng: 65Ω

Công suất đầu vào tối đa: 40mW

Đầu cắm: giắc mạ vàng đường kính Ø3,5mm",549.000,Tiki,6.0,2.0,549.000,947.000
11,https://www.sosanhgia.com/p13790-tai-nghe-nhet-tai-audio-technica-ath-ckl202.html,"['Kỹ thuật số', 'Tai nghe', 'Tai nghe Audio Technica']",Tai nghe nhét tai Audio Technica ATH-CKL202,https://img.sosanhgia.com/images/500x0/488846aeebc54a4f9e620054212ea0fd/tai-nghe-nhet-tai-audio-technica-ath-ckl202.jpg,Audio-Technica,"Đường kính củ loa: 8.5mm

Tần số đáp ứng : 20~23,000Hz

Độ nhạy: 100dB/mW

Trở kháng : 16Ω

Công suất đầu vào tối đa : 200mW

Giắc cắm đường kính 3.5mm mạ vàng",686.000,Lazada,1.0,1.0,693.000,0
12,https://www.sosanhgia.com/p164291-da-rua-tay-kim-loai.html,"['Nhà cửa đời sống', 'Vật dụng nhà tắm', 'Vật dụng nhà tắm  KHÁC']",Đá rửa tay kim loại,https://img.sosanhgia.com/images/500x0/9c4940d6c4d84c90ad18f4369c737511/ra-tay-kim-loi.jpeg,KHÁC,,14.350,Shopee,8.0,2.0,14.350,190.000
13,https://www.sosanhgia.com/p111189-tivi-oled-lg-55c8pta-55inch.html,"['Điện tử', 'Tivi', 'Tivi LG']",Tivi OLED LG 55C8PTA 55inch,https://img.sosanhgia.com/images/500x0/961e16325a9e49a78710c432cb9687e3/tivi-oled-lg-55c8pta-55inch.jpeg,LG,,28.090.000,Tiki,13.0,7.0,26.900.000,39.260.037
14,https://www.sosanhgia.com/p13787-tai-nghe-nhet-tai-audio-technica-ath-ck323m.html,"['Kỹ thuật số', 'Tai nghe', 'Tai nghe Audio Technica']",Tai nghe nhét tai Audio Technica ATH-CK323M,https://img.sosanhgia.com/images/500x0/5e9ba96a475d47da8648d468120e0256/tai-nghe-nhet-tai-audio-technica-ath-ck323m.jpeg,Audio-Technica,"Đường kính Củ loa: 8 mm

Tần số đáp ứng: 20 ~ 23.000 Hz

Độ nhạy: 100dB/mW

Trở kháng: 16 Ω

Công suất đầu vào tối đa: 40 mW

Đầu cắm: Giắc cắm mini chữ L mạ vàng có đường kính Ø3,5 mm

Độ dài dây: 1,2 m (Chữ Y)",774.000,Lazada,1.0,1.0,782.000,0
15,https://www.sosanhgia.com/p5000-may-giat-aqua-aqw-s70kt-7kg.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Máy giặt', 'Máy giặt AQUA']",Máy giặt AQUA AQW-S70KT 7Kg,https://img.sosanhgia.com/images/500x0/00b3920d455b422f8dbdd10aca07efcf/may-giat-aqua-aqw-s70kt-7kg.jpg,AQUA,,3.150.000,MediaMart,,,,
16,https://www.sosanhgia.com/p60600-tivi-sony-kd-65a1-65-inch-android-oled-4k.html,"['Điện tử', 'Tivi', 'Tivi Sony']",TIVI Sony KD-65A1 65 inch Android OLED 4K,https://img.sosanhgia.com/images/500x0/909a0c65c39645e1b33674b326a76758/tivi-sony-kd-65a1-65-inch-android-oled-4k.jpeg,Sony,"Màn hình kích thước 65 inch

Đạt giải thưởng Red Dot Award 2017 Best of the Best

Sử dụng công nghệ màn hình OLED với hơn 8 triệu điểm ảnh

Độ phân giải 4K Ultra HD sắc nét, trung thực

Công nghệ âm thanh Acoustic Surface sống động

Tổng công suất loa 50W

Chức năng tìm kiếm bằng giọng nói thông minh",49.900.000,MediaMart,2.0,2.0,49.900.000,75.000.000
17,https://www.sosanhgia.com/p52041-may-giat-aqua-aqw-u800at-8kg.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Máy giặt', 'Máy giặt AQUA']",Máy giặt AQUA AQW-U800AT 8Kg,https://img.sosanhgia.com/images/500x0/89359375ec734baba9391162bb94f7c9/may-giat-aqua-aqw-u800at-8kg.jpeg,AQUA,"Loại máy giặt: Thùng nghiêng

Khối lượng giặt: 8Kg

Công nghệ: Sóng siêu âm

Khử mùi diệt khuẩn: Nano Ag+

Chương trình giặt: 10 chương trình",4.249.000,Sendo,,,,
18,https://www.sosanhgia.com/p10121-may-giat-aqua-aqw-s90zt-9kg.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Máy giặt', 'Máy giặt AQUA']",Máy giặt Aqua AQW-S90ZT 9kg,https://img.sosanhgia.com/images/500x0/71d84112559849bf86fc8c1ad337ba4a/may-giat-aqua-aqw-s90zt-9kg.jpeg,AQUA,"Khối lượng giặt: 9 kg
 Loại máy giặt: Cửa trên
 Lồng giặt: Lồng đứng
 Tiêu thụ nước: 125 lít
 Chế độ giặt: Nhiều luồng nước phun
 Chức năng Auto Restart: Có
 Vắt cực khô : Có
 Chương trình giặt: 6",7.290.000,Lazada,,,,
19,https://www.sosanhgia.com/p5569-may-giat-aqua-aqw-s80kt-8kg.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Máy giặt', 'Máy giặt AQUA']",Máy Giặt AQUA AQW-S80KT 8Kg,https://img.sosanhgia.com/images/500x0/e105e303e94c48fd925ee781ba9ffb1d/may-giat-aqua-aqw-s80kt-8kg.jpg,AQUA,,3.490.000,MediaMart,,,,
20,https://www.sosanhgia.com/p19464-bo-mo-rong-internet-qua-duong-day-dien-tp-link-tl-wpa2220kit.html,"['Máy tính - Thiết bị VP', 'Thiết bị mạng', 'Thiết bị Wifi', 'Thiết bị Wifi  TP-Link']",Bộ mở rộng Internet qua đường dây điện TP-LINK TL-WPA2220KIT,https://img.sosanhgia.com/images/500x0/153cf1f573d34676897da2396f645d3d/bo-mo-rong-internet-qua-duong-day-dien-tp-link-tl-wpa2220kit.jpeg,TP-Link,"Thiết kế hiện đại; sang trọng

Tiện lợi và dễ sử dụng

An toàn cho hệ thống",899.000,HC,,,,
21,https://www.sosanhgia.com/p64955-son-tint-thefaceshop-tint-stick.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Trang điểm', 'Son môi', 'Son môi TheFaceShop']",Son Tint TheFaceShop Tint Stick,https://img.sosanhgia.com/images/500x0/8f9ca4a3ddd84a3a994a5aa09db8f9dd/son-tint-thefaceshop-tint-stick.jpg,TheFaceShop,,249.000,Lazada,5.0,4.0,249.000,349.000
22,https://www.sosanhgia.com/p65128-son-li-2-dau-karadium-pucca-love-edition-smudging-tint-stick.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Trang điểm', 'Son môi', 'Son môi Karadium']",Son Lì 2 Đầu Karadium Pucca Love Edition Smudging Tint Stick,https://img.sosanhgia.com/images/500x0/ebda697235ac488e882177ef9c2caf40/son-li-2-dau-karadium-pucca-love-edition-smudging-tint-stick.jpg,Karadium,,128.000,Lazada,,,,
23,https://www.sosanhgia.com/p64130-kem-nen-laneige-bb-cushion-whitening-15g.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Trang điểm', 'Kem / Phấn', 'Phấn trang điểm', 'Phấn trang điểm  Laneige']",Kem nền Laneige BB Cushion Whitening 15g,https://img.sosanhgia.com/images/500x0/e96ef959ad334af7b62dc03938f8a8c4/kem-nen-laneige-bb-cushion-whitening-15g.jpeg,Laneige,,449.000,Shopee,13.0,5.0,449.000,837.000
24,https://www.sosanhgia.com/p64039-kem-lot-a-pieu-start-up-primer-pore-30ml.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Trang điểm', 'Kem / Phấn', 'Kem trang điểm', 'Kem trang điểm  Apieu']",Kem Lót A'Pieu Start Up Primer Pore 30ML,https://img.sosanhgia.com/images/500x0/f66df72cb2724ad5b715b475e61ce30f/kem-lot-apieu-start-up-primer-pore-30ml.jpeg,Apieu,,143.000,Shopee,17.0,3.0,143.000,269.000
25,https://www.sosanhgia.com/p125714-sua-duong-sang-min-da-thefaceshop-yehwadam-revitalizing-emulsion-140ml.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Chăm sóc mặt', 'Chăm sóc mặt  TheFaceShop']",Sữa Dưỡng Sáng Mịn Da TheFaceShop Yehwadam Revitalizing Emulsion 140ML,https://img.sosanhgia.com/images/500x0/720782cd92d64a7da7fa222566bc7a26/sua-duong-sang-min-da-thefaceshop-yehwadam-revitalizing-emulsion-140ml.jpeg,TheFaceShop,"Chiết xuất từ thảo dược truyền thống, nuôi dưỡng da từ sâu bên trong
Phục hồi sự sáng khỏe, chăm sóc làn da tối màu, đốm nâu
Nâng cơ, phục hồi làn da chảy xệ kém săn chắc
Dưỡng da ẩm mượt, giúp da mềm mại mịn màng",592.000,Tiki,,,,
26,https://www.sosanhgia.com/p182509-vo-case-asus-rog-strix-helios-gx601.html,"['Máy tính - Thiết bị VP', 'Linh kiện máy tính', 'Case', 'Case  Asus']",Vỏ Case Asus ROG Strix Helios GX601,https://img.sosanhgia.com/images/500x0/41b329e929b549f9b0764693d9b4982c/vo-case-asus-rog-strix-helios-gx601.jpeg,Asus,"Case Size : ATX Mid Tower
 Dimensions : 250 x 565 x 591 (WxDxH)
 Form Factor : ATX/micro ATX/Mini ITX/EATX (12”x10.9”)
 Weight : N.W. 18 kg",6.590.000,Tiki,4.0,3.0,6.549.000,7.399.000
27,https://www.sosanhgia.com/p98406-tu-lanh-aqua-aqr-ig316dn-301l.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Tủ lạnh', 'Tủ lạnh AQUA']",Tủ lạnh Aqua AQR-IG316DN 301L,https://img.sosanhgia.com/images/500x0/adaaee82b82443bc82544a670244db43/tu-lanh-aqua-aqr-ig316dn-301l.jpeg,AQUA,,6.990.000,Tiki,6.0,3.0,6.990.000,8.990.000
28,https://www.sosanhgia.com/p210730-tu-lanh-aqua-50-lit-aqr-aqr-d59fa-bs.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Tủ lạnh', 'Tủ lạnh AQUA']",Tủ Lạnh AQUA 50 Lít AQR AQR-D59FA(BS),https://img.sosanhgia.com/images/500x0/bc22d296559d408c97111459df6c12fb/tu-lanh-aqua-50-lit-aqr-aqrd59fabs.jpeg,AQUA,"Dung tích: 50L
 Kiểu tủ: Tủ lạnh mini
 Khay: Kính chịu lực
 Thiết kế nhỏ gọn tiết kiệm diện tích
 Công nghệ làm lạnh trực tiếp",2.559.000,Lazada,10.0,9.0,2.550.000,2.650.000
29,https://www.sosanhgia.com/p89440-may-giat-aqua-aqd-dd850a-85kg.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Máy giặt', 'Máy giặt AQUA']",Máy giặt Aqua AQD-DD850A 8.5KG,https://img.sosanhgia.com/images/500x0/ad79fe49de6540208d9ebb5979722f0f/may-giat-aqua-aqd-dd850a-85kg.jpeg,AQUA,"Khối lượng giặt: 8.5kg
Loại máy giặt: Cửa trước - Lồng ngang
Công nghệ giặt: Động cơ truyền động trực tiếp (DD Inverter)
Tuỳ chỉnh tốc độ vắt (tối đa 1200 vòng/phút)
Tích hợp 16 chương trình tự động",8.590.000,Lazada,,,,
30,https://www.sosanhgia.com/p210733-tu-lanh-aqua-inverter-340l-aqr-t359ma-bs.html,"['Điện lạnh - Điện gia dụng', 'Điện lạnh', 'Tủ lạnh', 'Tủ lạnh AQUA']",Tủ lạnh Aqua Inverter 340L AQR-T359MA(BS),https://img.sosanhgia.com/images/500x0/83aeceb6fc9e442c9678692f062e5883/tu-lanh-aqua-inverter-340l-aqrt359mabs.jpeg,AQUA,"Điều khiển cảm ứng, Ngăn rau điều chỉnh được độ ẩm
 Ngăn đông mềm đa năng Magic room -18° đến 5°C
 Khử mùi diệt khuẩn Deo-fresh
 Làm lạnh đa chiều",9.690.000,Shopee,5.0,4.0,9.690.000,10.490.000
31,https://www.sosanhgia.com/p204103-cuoc-chien-sieu-nhien-giua-doi-thuong-tap-12.html,"['Sách', 'Sách Văn Học', 'Light novel', 'Light novel  - Kota Nozomi']",Cuộc Chiến Siêu Nhiên Giữa Đời Thường - Tập 12,https://img.sosanhgia.com/images/500x0/7c8a4dd7737c446fa53fe416a0c4a163/cuoc-chien-sieu-nhien-giua-doi-thuongtap-12.jpeg,Kota Nozomi,"Tập tiếp theo trong series Cuộc chiến siêu nhiên giữa đời thường, một series light novel hài hước học đường cực kì thú vị, nơi những thành viên trong câu lạc bộ văn học đột nhiên đến một ngày thức tỉnh siêu năng lực.....",76.300,Shopee,9.0,4.0,76.300,90.470
32,https://www.sosanhgia.com/p75696-cuoc-chien-sieu-nhien-giua-doi-thuong-tap-1.html,"['Sách', 'Sách Văn Học', 'Light novel', 'Light novel  - Kota Nozomi']",Cuộc Chiến Siêu Nhiên Giữa Đời Thường (Tập 1),https://img.sosanhgia.com/images/500x0/12559e86ab21477db7c4cf014bd955aa/cuoc-chien-sieu-nhien-giua-doi-thuong-(tap-1).jpeg,Kota Nozomi,"Câu chuyện về sự đấu tranh chống lại các thế lực hắc ám của các thành viên câu lạc bộ văn học
- Mỗi thành viên của câu lạc bộ đều có những năng lực siêu nhiên bí mật
- Nhiều tình tiết hấp dẫn và đầy bất ngờ...",51.350,Tiki,9.0,7.0,51.350,79.000
33,https://www.sosanhgia.com/p206751-case-asus-tuf-gaming-gt301.html,"['Máy tính - Thiết bị VP', 'Linh kiện máy tính', 'Case', 'Case  Asus']",Case Asus TUF Gaming GT301,https://img.sosanhgia.com/images/500x0/fb368ec5870741f6bfb2ffc8de113245/vo-case-asus-tuf-gaming-gt301.jpeg,Asus,"Tùy chọn lưu trữ mở rộng: tối đa 2 ổ cứng (bao gồm cả khay)
 6x SDD (bao gồm khung chuyên dụng gấp 2 lần, một ở trên vị trí lắp đặt bộ cấp nguồn)
 Sẵn sàng chiến đấu: Móc tai nghe tùy chỉnh có thể được treo ở cả hai bên",1.949.000,Tiki,4.0,4.0,1.749.000,1.989.000
34,https://www.sosanhgia.com/p71445-mat-na-han-chong-uv-asaki-ak-2033.html,"['Nhà cửa đời sống', 'Tân trang nhà cửa', 'Bảo vệ - An toàn', 'Bảo hộ lao động', 'Bảo hộ lao động  Asaki']",Mặt nạ hàn chống UV Asaki AK-2033,https://img.sosanhgia.com/images/500x0/61c25ccd93cb4d5baccc04187d5c8c8a/mat-na-han-chong-uv-asaki-ak-2033.jpeg,Asaki,"Chất liệu nhựa PP chịu nhiệt và chống va đập

Khả năng chống chói, bảo vệ đôi mắt của bạn khỏi những nguy
hiểm

Chịu lực rất tốt, vững bền theo thời gian",53.000,Lazada,8.0,2.0,53.000,74.000
35,https://www.sosanhgia.com/p71446-mat-na-han-asaki-ak-2035.html,"['Nhà cửa đời sống', 'Tân trang nhà cửa', 'Bảo vệ - An toàn', 'Bảo hộ lao động', 'Bảo hộ lao động  Asaki']",Mặt nạ hàn Asaki AK-2035,https://img.sosanhgia.com/images/500x0/a3532f21d7494a20a691b98a6761d130/mat-na-han-asaki-ak-2035.jpeg,Asaki,"Được làm từ nhựa ABS cao cấp, chống vỡ, đảm bảo độ bền

- Sản phẩm thiết kế với khả năng hoạt động hiệu quả

- Kích thước nhỏ gọn, qua đó bạn có thể dễ dàng mang theo để sử
dụng",131.000,Lazada,1.0,1.0,147.000,0
36,https://www.sosanhgia.com/p67366-nuoc-can-bang-chong-lao-hoa-za-perfect-solution-toner-150-ml.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Chăm sóc mặt', 'Tẩy trang', 'Nước hoa hồng - Xịt khoáng', 'Nước hoa hồng - Xịt khoáng Za']",Nước Cân Bằng Chống Lão Hóa Za Perfect Solution Toner 150 Ml,https://img.sosanhgia.com/images/500x0/36f84c3c856c4961865f993eb3514635/nuoc-can-bang-chong-lao-hoa-za-perfect-solution-toner-150-ml.jpg,Za,,201.000,Lazada,,,,
37,https://www.sosanhgia.com/p146281-phan-nuoc-thefaceshop-3-in-1-multi-swing-cushion.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Trang điểm', 'Kem / Phấn', 'Phấn trang điểm', 'Phấn trang điểm  TheFaceShop']",Phấn Nước TheFaceshop 3 In 1 Multi Swing Cushion,https://img.sosanhgia.com/images/500x0/4fd3c31a3faa470c84e53dd86c39f433/phan-nuoc-thefaceshop-3-in-1-multi-swing-cushion.jpeg,TheFaceShop,"- Thành phần lành tính, không gây kích ứng.
 - 3 chức năng: kem nền, che khuyết điểm, phấn màu.
 - Thích hợp với làn da sáng bóng.",560.000,Lazada,4.0,2.0,560.000,719.100
38,https://www.sosanhgia.com/p113904-nuoc-xit-khoang-duong-da-cung-cap-do-am-tuc-thi-za-total-hydration-energy-mist-80ml.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Chăm sóc mặt', 'Tẩy trang', 'Nước hoa hồng - Xịt khoáng', 'Nước hoa hồng - Xịt khoáng Za']",Nước Xịt Khoáng Dưỡng Da Cung Cấp Độ Ẩm Tức Thì Za Total Hydration Energy Mist 80ml,https://img.sosanhgia.com/images/500x0/21c813b624c14eaba6ddfe11be889e65/nuoc-xit-khoang-duong-da-cung-cap-do-am-tuc-thi-za-total-hydration-energy-mist-80ml.jpeg,Za,"Sản phẩm cung cấp độ ẩm cho da
Không gây bết dính và làm nhỏ lỗ chân lông
Nước xịt khoáng tăng năng lực tạo cảm giác sảng khoái, thẩm thấu nhanh
Không chứa paraben",140.000,Lazada,,,,
39,https://www.sosanhgia.com/p208971-gang-tay-da-bo-cach-nhiet-sata-fs0107.html,"['Nhà cửa đời sống', 'Tân trang nhà cửa', 'Bảo vệ - An toàn', 'Bảo hộ lao động', 'Bảo hộ lao động  SATA']",GĂNG TAY DA BÒ CÁCH NHIỆT SATA FS0107,https://img.sosanhgia.com/images/500x0/86321a7a1cda44d6a5081a8c713c0ddb/gang-tay-da-bo-cach-nhiet-sata-fs0107.jpeg,SATA,"Chất liệu cao cấp
 Độ bền cao
 An toàn khi sử dụng",195.000,Shopee,,,,
40,https://www.sosanhgia.com/p67685-thuoc-cap-co-asaki-ak-120-6inch.html,"['Nhà cửa đời sống', 'Tân trang nhà cửa', 'Máy đo - Thước đo', 'Máy đo - Thước đo Asaki']",Thước cặp cơ Asaki AK-120 6INCH,https://img.sosanhgia.com/images/500x0/58a19c8ebbe547b08b6280419aa06966/thuoc-cap-co-asaki-ak-120-6inch.jpeg,Asaki,"Chất liệu hợp kim thép có độ bền cao

- Sản phẩm với độ chính xác cao

- Tay cầm chắc chắn, hạn chế trơn trượt",248.000,Lazada,,,,
41,https://www.sosanhgia.com/p68124-kem-chong-nang-bioderma-photoderm-max-aqua-fluide-spf-50-40ml.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Chăm sóc cơ thể', 'Kem chống nắng', 'Kem chống nắng BIODERMA']",Kem chống nắng Bioderma Photoderm Max Aqua Fluide SPF 50+ 40ml,https://img.sosanhgia.com/images/500x0/33982510791d4afa9c59f74c734d9c03/kem-chong-nang-bioderma-photoderm-max-aqua-fluide-spf-50+-40ml.jpeg,BIODERMA,,225.000,Lazada,,,,
42,https://www.sosanhgia.com/p102945-thuoc-ke-nhom-ubl-sg0079.html,"['Văn phòng phẩm', 'Dụng cụ học tập', 'Thước kẻ', 'Thước kẻ  Uncle Bills']",Thước Kẻ Nhôm UBL SG0079,https://img.sosanhgia.com/images/500x0/f357f63a60d94fe0affcca7ab4e3060f/thuoc-nhom-ubl-sg0079.jpeg,Uncle Bills,,59.000,Lazada,,,,
43,https://www.sosanhgia.com/p206179-nhung-dua-con-cua-soi.html,"['Sách', 'Sách Văn Học', 'Văn học Nước ngoài', 'Văn học Nước ngoài  - Jack London']",Những Đứa Con Của Sói,https://img.sosanhgia.com/images/500x0/c4d78c3632054011badaa5207faa3939/nhung-dua-con-cua-soi.jpeg,Jack London,"Ngay từ khi còn trẻ, Jack London đã kết bạn với nhiều nhân vật hoạt động xã hội, ham thích tranh luận về những chủ đề chính trị và bộc lộ năng khiếu văn học từ rất sớm. Từ thời sinh viên, ông đã cho đăng một số truyện ngắn về đề tài những người...",27.060,Lazada,4.0,4.0,27.060,28.860
44,https://www.sosanhgia.com/p133048-tay-te-bao-chet-ngan-ngua-mun-eucerin-pro-acne-solution-scrub-100ml.html,"['Sức khỏe - Làm đẹp', 'Mỹ phẩm', 'Chăm sóc cơ thể', 'Kem massage - Tẩy tế bào chết', 'Kem massage - Tẩy tế bào chết  Eucerin']",Tẩy Tế Bào Chết Ngăn Ngừa Mụn Eucerin Pro Acne Solution Scrub 100ml,https://img.sosanhgia.com/images/500x0/f50caf3f4f3240d18b65ea6a0ea53f4f/tay-te-bao-chet-ngan-ngua-mun-eucerin-pro-acne-solution-scrub-100ml.jpeg,Eucerin,,277.000,Tiki,3.0,3.0,277.000,305.000
45,https://www.sosanhgia.com/p175838-but-bi-uni-jetstream-sx-101.html,"['Văn phòng phẩm', 'Bút viết', 'Bút bi', 'Bút bi  Uni Mitsubishi Pencil']",Bút Bi Uni Jetstream SX-101,https://img.sosanhgia.com/images/500x0/73e90481949d400cae6cc8a3bac4006e/but-bi-uni-jetstream-sx101.jpeg,Uni Mitsubishi Pencil,,24.900,AeonEshop,,,,
